"","gene","variable","value","region","stage"
"702","Solyc06g072320.2.1","d4.leaf",-0.678601404099031,"leaf","1"
"703","Solyc06g073580.2.1","d4.leaf",0.992225060426565,"leaf","1"
"704","Solyc06g075020.2.1","d4.leaf",0.540082800935713,"leaf","1"
"705","Solyc06g075520.2.1","d4.leaf",-0.442969373565921,"leaf","1"
"706","Solyc06g082770.2.1","d4.leaf",-0.860468170650931,"leaf","1"
"707","Solyc07g008400.1.1","d4.leaf",1.19765376005077,"leaf","1"
"708","Solyc07g042510.2.1","d4.leaf",0.71061017558562,"leaf","1"
"709","Solyc07g047740.2.1","d4.leaf",0.959147579427308,"leaf","1"
"710","Solyc07g048060.1.1","d4.leaf",0.314667460589742,"leaf","1"
"711","Solyc07g054710.1.1","d4.leaf",-0.748512109772395,"leaf","1"
"712","Solyc08g013960.1.1","d4.leaf",-0.566456899354609,"leaf","1"
"713","Solyc08g060840.1.1","d4.leaf",0.533644749750035,"leaf","1"
"714","Solyc09g011580.2.1","d4.leaf",0.443285426010805,"leaf","1"
"715","Solyc09g015350.2.1","d4.leaf",1.46228352975845,"leaf","1"
"716","Solyc09g075520.1.1","d4.leaf",-0.472957023279236,"leaf","1"
"717","Solyc09g091110.2.1","d4.leaf",-1.05077998612469,"leaf","1"
"718","Solyc10g080670.1.1","d4.leaf",-0.88065831781501,"leaf","1"
"719","Solyc10g084540.1.1","d4.leaf",0.623142493575244,"leaf","1"
"720","Solyc11g007600.1.1","d4.leaf",-0.370230647693227,"leaf","1"
"721","Solyc11g008520.1.1","d4.leaf",0.796870507647706,"leaf","1"
"722","Solyc11g010220.1.1","d4.leaf",0.271197537480664,"leaf","1"
"723","Solyc11g011350.1.1","d4.leaf",-0.505050748128964,"leaf","1"
"724","Solyc11g011790.1.1","d4.leaf",0.38794935536649,"leaf","1"
"725","Solyc11g011890.1.1","d4.leaf",0.145430347435104,"leaf","1"
"726","Solyc12g010500.1.1","d4.leaf",1.60939441298058,"leaf","1"
"727","Solyc12g010570.1.1","d4.leaf",-0.956841470294914,"leaf","1"
"728","Solyc12g100350.1.1","d4.leaf",1.14433465694193,"leaf","1"
"729","Solyc01g056330.1.1","d4.leaf",0.787974192538466,"leaf","1"
"730","Solyc01g095560.2.1","d4.leaf",-0.741877246217422,"leaf","1"
"731","Solyc01g110180.2.1","d4.leaf",0.101285885279423,"leaf","1"
"732","Solyc02g050240.2.1","d4.leaf",-0.587576660311091,"leaf","1"
"733","Solyc02g069870.1.1","d4.leaf",0.034809481646014,"leaf","1"
"734","Solyc02g085320.1.1","d4.leaf",0.430263851473205,"leaf","1"
"735","Solyc02g092770.2.1","d4.leaf",-0.771010061188182,"leaf","1"
"736","Solyc03g083880.2.1","d4.leaf",1.21404675314967,"leaf","1"
"737","Solyc03g110890.1.1","d4.leaf",1.05029439526569,"leaf","1"
"738","Solyc04g014830.1.1","d4.leaf",-0.292578267869921,"leaf","1"
"739","Solyc05g007640.2.1","d4.leaf",-0.4708233842278,"leaf","1"
"740","Solyc05g043410.1.1","d4.leaf",-0.894584327765452,"leaf","1"
"741","Solyc05g055540.1.1","d4.leaf",0.524418117940851,"leaf","1"
"742","Solyc06g071610.1.1","d4.leaf",0.272238632051506,"leaf","1"
"743","Solyc06g074240.1.1","d4.leaf",-0.615401512958299,"leaf","1"
"744","Solyc07g005170.1.1","d4.leaf",-0.990700332746802,"leaf","1"
"745","Solyc07g008440.2.1","d4.leaf",-0.516473415577518,"leaf","1"
"746","Solyc07g043250.1.1","d4.leaf",0.607641931673106,"leaf","1"
"747","Solyc07g047640.2.1","d4.leaf",-0.444775722030675,"leaf","1"
"748","Solyc07g049550.2.1","d4.leaf",-0.0253139936698861,"leaf","1"
"749","Solyc08g016310.2.1","d4.leaf",0.530435648374724,"leaf","1"
"750","Solyc08g022180.1.1","d4.leaf",-0.736853294652245,"leaf","1"
"751","Solyc09g064490.1.1","d4.leaf",-0.443338218540465,"leaf","1"
"752","Solyc09g082550.2.1","d4.leaf",0.824378537705422,"leaf","1"
"753","Solyc09g098250.2.1","d4.leaf",0.291822421394903,"leaf","1"
"754","Solyc10g017610.1.1","d4.leaf",-0.32991118540813,"leaf","1"
"755","Solyc10g083410.1.1","d4.leaf",-0.709918917545311,"leaf","1"
"756","Solyc11g031950.1.1","d4.leaf",-0.0129353063003219,"leaf","1"
"757","Solyc11g040170.1.1","d4.leaf",0.730606082504435,"leaf","1"
"758","Solyc12g044180.1.1","d4.leaf",-0.460493492734883,"leaf","1"
"759","Solyc12g049500.1.1","d4.leaf",0.400526681686133,"leaf","1"
"760","Solyc12g088640.1.1","d4.leaf",-0.614486278998249,"leaf","1"
"761","Solyc03g078120.2.1","d4.leaf",-0.47395597882031,"leaf","1"
"762","Solyc03g118450.1.1","d4.leaf",-0.976118702941009,"leaf","1"
"763","Solyc06g050160.2.1","d4.leaf",-0.00911684787371202,"leaf","1"
"764","Solyc03g082550.2.1","d4.leaf",-0.444775722030675,"leaf","1"
"765","Solyc09g007710.2.1","d4.leaf",-0.595562948018381,"leaf","1"
"766","Solyc00g230080.1.1","d4.leaf",-0.834906776484868,"leaf","1"
"767","Solyc01g007780.2.1","d4.leaf",-0.592012431960275,"leaf","1"
"768","Solyc01g112050.2.1","d4.leaf",-0.474270048219489,"leaf","1"
"769","Solyc02g082050.2.1","d4.leaf",-0.658963321948411,"leaf","1"
"770","Solyc07g055020.2.1","d4.leaf",-0.564532242479803,"leaf","1"
"771","Solyc08g083400.2.1","d4.leaf",0.420138847432062,"leaf","1"
"772","Solyc09g014860.2.1","d4.leaf",-0.458258913173015,"leaf","1"
"773","Solyc12g010720.1.1","d4.leaf",0.827615162607216,"leaf","1"
"774","Solyc10g055730.1.1","d4.leaf",-0.66935529339409,"leaf","1"
"775","Solyc08g079190.1.1","d4.leaf",-0.649245768109021,"leaf","1"
"776","Solyc06g060530.1.1","d4.leaf",-0.474270048219489,"leaf","1"
"777","Solyc11g044250.1.1","d4.leaf",-0.462594717138522,"leaf","1"
"778","Solyc01g006250.1.1","d4.SAM",-0.306648904132264,"SAM","1"
"779","Solyc01g006300.2.1","d4.SAM",-0.637461970117854,"SAM","1"
"780","Solyc01g006850.1.1","d4.SAM",-0.65617080077631,"SAM","1"
"781","Solyc01g008940.2.1","d4.SAM",-0.697679074344922,"SAM","1"
"782","Solyc01g017500.1.1","d4.SAM",-0.907196589171203,"SAM","1"
"783","Solyc01g080050.2.1","d4.SAM",0.0546151307919726,"SAM","1"
"784","Solyc01g099260.2.1","d4.SAM",-0.444100493634558,"SAM","1"
"785","Solyc01g099450.2.1","d4.SAM",-0.338787204737096,"SAM","1"
"786","Solyc01g103660.2.1","d4.SAM",-0.728228043679359,"SAM","1"
"787","Solyc01g111160.2.1","d4.SAM",-0.729432927272557,"SAM","1"
"788","Solyc02g070420.2.1","d4.SAM",-0.774456244801999,"SAM","1"
"789","Solyc02g084130.2.1","d4.SAM",-0.467381804407905,"SAM","1"
"790","Solyc02g089480.1.1","d4.SAM",-0.708567929689676,"SAM","1"
"791","Solyc02g090690.1.1","d4.SAM",-0.356917949414596,"SAM","1"
"792","Solyc02g091140.2.1","d4.SAM",-0.701065918927538,"SAM","1"
"793","Solyc02g093380.1.1","d4.SAM",-1.10919237303049,"SAM","1"
"794","Solyc03g013440.2.1","d4.SAM",-1.1257820473437,"SAM","1"
"795","Solyc03g045150.1.1","d4.SAM",-0.749542169374166,"SAM","1"
"796","Solyc03g083730.1.1","d4.SAM",1.18704601839323,"SAM","1"
"797","Solyc03g113180.2.1","d4.SAM",0.632398278524085,"SAM","1"
"798","Solyc03g119470.1.1","d4.SAM",-0.839537577805585,"SAM","1"
"799","Solyc03g121680.1.1","d4.SAM",-0.615782117104247,"SAM","1"
"800","Solyc03g122070.1.1","d4.SAM",0.41000518172933,"SAM","1"
"801","Solyc04g015820.1.1","d4.SAM",-0.933195424580598,"SAM","1"
"802","Solyc04g074400.1.1","d4.SAM",-0.265861274585029,"SAM","1"
"803","Solyc04g074920.2.1","d4.SAM",-0.534143022244175,"SAM","1"
"804","Solyc04g074970.2.1","d4.SAM",0.584519927722566,"SAM","1"
"805","Solyc04g081990.2.1","d4.SAM",0.395392522989181,"SAM","1"
"806","Solyc05g026600.2.1","d4.SAM",-0.776037391925983,"SAM","1"
"807","Solyc05g048820.2.1","d4.SAM",-0.881771667344245,"SAM","1"
"808","Solyc06g006020.1.1","d4.SAM",-0.612644124690902,"SAM","1"
"809","Solyc06g009140.2.1","d4.SAM",-0.0272157041914512,"SAM","1"
"810","Solyc06g054150.1.1","d4.SAM",-0.0175593137988337,"SAM","1"
"811","Solyc06g060010.2.1","d4.SAM",-0.608367108979912,"SAM","1"
"812","Solyc06g068190.1.1","d4.SAM",-0.737083495990031,"SAM","1"
"813","Solyc06g072320.2.1","d4.SAM",0.0149093038698646,"SAM","1"
"814","Solyc06g073580.2.1","d4.SAM",-1.07511697616059,"SAM","1"
"815","Solyc06g075020.2.1","d4.SAM",-0.140247610343354,"SAM","1"
"816","Solyc06g075520.2.1","d4.SAM",-0.442969373565921,"SAM","1"
"817","Solyc06g082770.2.1","d4.SAM",0.341009425726598,"SAM","1"
"818","Solyc07g008400.1.1","d4.SAM",-0.665205730204944,"SAM","1"
"819","Solyc07g042510.2.1","d4.SAM",-1.09806840029376,"SAM","1"
"820","Solyc07g047740.2.1","d4.SAM",-0.732128834844405,"SAM","1"
"821","Solyc07g048060.1.1","d4.SAM",-0.885701101446958,"SAM","1"
"822","Solyc07g054710.1.1","d4.SAM",-0.748512109772395,"SAM","1"
"823","Solyc08g013960.1.1","d4.SAM",-0.566456899354609,"SAM","1"
"824","Solyc08g060840.1.1","d4.SAM",-0.256993121218869,"SAM","1"
"825","Solyc09g011580.2.1","d4.SAM",-0.238047343814012,"SAM","1"
"826","Solyc09g015350.2.1","d4.SAM",-0.895770432978995,"SAM","1"
"827","Solyc09g075520.1.1","d4.SAM",-0.472957023279236,"SAM","1"
"828","Solyc09g091110.2.1","d4.SAM",0.947937885607055,"SAM","1"
"829","Solyc10g080670.1.1","d4.SAM",-0.88065831781501,"SAM","1"
"830","Solyc10g084540.1.1","d4.SAM",-0.538747891862707,"SAM","1"
"831","Solyc11g007600.1.1","d4.SAM",0.087097144096449,"SAM","1"
"832","Solyc11g008520.1.1","d4.SAM",-1.08927953850316,"SAM","1"
"833","Solyc11g010220.1.1","d4.SAM",-0.348081739408088,"SAM","1"
"834","Solyc11g011350.1.1","d4.SAM",1.35738067586728,"SAM","1"
"835","Solyc11g011790.1.1","d4.SAM",0.0867149763558514,"SAM","1"
"836","Solyc11g011890.1.1","d4.SAM",-0.691023196922632,"SAM","1"
"837","Solyc12g010500.1.1","d4.SAM",-0.63164830497227,"SAM","1"
"838","Solyc12g010570.1.1","d4.SAM",0.193308588544508,"SAM","1"
"839","Solyc12g100350.1.1","d4.SAM",-1.0529762657928,"SAM","1"
"840","Solyc01g056330.1.1","d4.SAM",-0.811547744344342,"SAM","1"
"841","Solyc01g095560.2.1","d4.SAM",-0.741877246217422,"SAM","1"
"842","Solyc01g110180.2.1","d4.SAM",1.03106756014338,"SAM","1"
"843","Solyc02g050240.2.1","d4.SAM",0.59913529479767,"SAM","1"
"844","Solyc02g069870.1.1","d4.SAM",-0.785485204121434,"SAM","1"
"845","Solyc02g085320.1.1","d4.SAM",-1.58098285236186,"SAM","1"
"846","Solyc02g092770.2.1","d4.SAM",-0.771010061188182,"SAM","1"
"847","Solyc03g083880.2.1","d4.SAM",-0.315806434454683,"SAM","1"
"848","Solyc03g110890.1.1","d4.SAM",-0.131440038994538,"SAM","1"
"849","Solyc04g014830.1.1","d4.SAM",1.05819752324208,"SAM","1"
"850","Solyc05g007640.2.1","d4.SAM",-0.4708233842278,"SAM","1"
"851","Solyc05g043410.1.1","d4.SAM",-0.894584327765452,"SAM","1"
"852","Solyc05g055540.1.1","d4.SAM",-0.805306203684844,"SAM","1"
"853","Solyc06g071610.1.1","d4.SAM",-0.827010688912149,"SAM","1"
"854","Solyc06g074240.1.1","d4.SAM",1.28696696992547,"SAM","1"
"855","Solyc07g005170.1.1","d4.SAM",-0.545150940453209,"SAM","1"
"856","Solyc07g008440.2.1","d4.SAM",-0.516473415577518,"SAM","1"
"857","Solyc07g043250.1.1","d4.SAM",-0.632495040433501,"SAM","1"
"858","Solyc07g047640.2.1","d4.SAM",-0.444775722030675,"SAM","1"
"859","Solyc07g049550.2.1","d4.SAM",-0.631196761930727,"SAM","1"
"860","Solyc08g016310.2.1","d4.SAM",-0.987237809813246,"SAM","1"
"861","Solyc08g022180.1.1","d4.SAM",-0.736853294652245,"SAM","1"
"862","Solyc09g064490.1.1","d4.SAM",-0.443338218540465,"SAM","1"
"863","Solyc09g082550.2.1","d4.SAM",0.107007200169308,"SAM","1"
"864","Solyc09g098250.2.1","d4.SAM",-0.505639696598241,"SAM","1"
"865","Solyc10g017610.1.1","d4.SAM",-0.08908883200267,"SAM","1"
"866","Solyc10g083410.1.1","d4.SAM",-0.709918917545311,"SAM","1"
"867","Solyc11g031950.1.1","d4.SAM",-1.17452513449166,"SAM","1"
"868","Solyc11g040170.1.1","d4.SAM",-0.0802157986896062,"SAM","1"
"869","Solyc12g044180.1.1","d4.SAM",-0.460493492734883,"SAM","1"
"870","Solyc12g049500.1.1","d4.SAM",-0.862475560112325,"SAM","1"
"871","Solyc12g088640.1.1","d4.SAM",-0.614486278998249,"SAM","1"
"872","Solyc03g078120.2.1","d4.SAM",-0.47395597882031,"SAM","1"
"873","Solyc03g118450.1.1","d4.SAM",0.508754451561804,"SAM","1"
"874","Solyc06g050160.2.1","d4.SAM",-0.0811893361956225,"SAM","1"
"875","Solyc03g082550.2.1","d4.SAM",-0.444775722030675,"SAM","1"
"876","Solyc09g007710.2.1","d4.SAM",-0.595562948018381,"SAM","1"
"877","Solyc00g230080.1.1","d4.SAM",-0.834906776484868,"SAM","1"
"878","Solyc01g007780.2.1","d4.SAM",-0.592012431960275,"SAM","1"
"879","Solyc01g112050.2.1","d4.SAM",-0.474270048219489,"SAM","1"
"880","Solyc02g082050.2.1","d4.SAM",-0.658963321948411,"SAM","1"
"881","Solyc07g055020.2.1","d4.SAM",-0.564532242479803,"SAM","1"
"882","Solyc08g083400.2.1","d4.SAM",-0.312289279930306,"SAM","1"
"883","Solyc09g014860.2.1","d4.SAM",-0.458258913173015,"SAM","1"
"884","Solyc12g010720.1.1","d4.SAM",-0.826114402882961,"SAM","1"
"885","Solyc10g055730.1.1","d4.SAM",-0.66935529339409,"SAM","1"
"886","Solyc08g079190.1.1","d4.SAM",-0.649245768109021,"SAM","1"
"887","Solyc06g060530.1.1","d4.SAM",-0.474270048219489,"SAM","1"
"888","Solyc11g044250.1.1","d4.SAM",-0.462594717138522,"SAM","1"
"889","Solyc01g006250.1.1","e5.leaf",0.683730343504238,"leaf","1"
"890","Solyc01g006300.2.1","e5.leaf",2.07550034493327,"leaf","1"
"891","Solyc01g006850.1.1","e5.leaf",1.21585559339073,"leaf","1"
"892","Solyc01g008940.2.1","e5.leaf",0.53786603040302,"leaf","1"
"893","Solyc01g017500.1.1","e5.leaf",1.38942740007216,"leaf","1"
"894","Solyc01g080050.2.1","e5.leaf",0.37939211575198,"leaf","1"
"895","Solyc01g099260.2.1","e5.leaf",1.03108658420281,"leaf","1"
"896","Solyc01g099450.2.1","e5.leaf",1.77938132296372,"leaf","1"
"897","Solyc01g103660.2.1","e5.leaf",0.911682461315171,"leaf","1"
"898","Solyc01g111160.2.1","e5.leaf",1.89410392252378,"leaf","1"
"899","Solyc02g070420.2.1","e5.leaf",1.6219497380402,"leaf","1"
"900","Solyc02g084130.2.1","e5.leaf",2.23158381288741,"leaf","1"
"901","Solyc02g089480.1.1","e5.leaf",2.08625748481523,"leaf","1"
"902","Solyc02g090690.1.1","e5.leaf",1.55621282052233,"leaf","1"
"903","Solyc02g091140.2.1","e5.leaf",1.75694119752232,"leaf","1"
"904","Solyc02g093380.1.1","e5.leaf",1.39467743228466,"leaf","1"
"905","Solyc03g013440.2.1","e5.leaf",1.18216623465149,"leaf","1"
"906","Solyc03g045150.1.1","e5.leaf",1.73775991676137,"leaf","1"
"907","Solyc03g083730.1.1","e5.leaf",1.34624069324081,"leaf","1"
"908","Solyc03g113180.2.1","e5.leaf",0.809215497328736,"leaf","1"
"909","Solyc03g119470.1.1","e5.leaf",0.707590750857338,"leaf","1"
"910","Solyc03g121680.1.1","e5.leaf",1.16802252204977,"leaf","1"
"911","Solyc03g122070.1.1","e5.leaf",0.865076099223299,"leaf","1"
"912","Solyc04g015820.1.1","e5.leaf",0.75911550411884,"leaf","1"
"913","Solyc04g074400.1.1","e5.leaf",1.69629676749738,"leaf","1"
"914","Solyc04g074920.2.1","e5.leaf",1.42144163110729,"leaf","1"
"915","Solyc04g074970.2.1","e5.leaf",1.59901914097823,"leaf","1"
"916","Solyc04g081990.2.1","e5.leaf",1.33486676428425,"leaf","1"
"917","Solyc05g026600.2.1","e5.leaf",2.03219939073959,"leaf","1"
"918","Solyc05g048820.2.1","e5.leaf",1.44685032190703,"leaf","1"
"919","Solyc06g006020.1.1","e5.leaf",1.50868509008964,"leaf","1"
"920","Solyc06g009140.2.1","e5.leaf",1.67111526337086,"leaf","1"
"921","Solyc06g054150.1.1","e5.leaf",2.14837027691525,"leaf","1"
"922","Solyc06g060010.2.1","e5.leaf",1.89577117380057,"leaf","1"
"923","Solyc06g068190.1.1","e5.leaf",2.42595291118675,"leaf","1"
"924","Solyc06g072320.2.1","e5.leaf",2.35081726338049,"leaf","1"
"925","Solyc06g073580.2.1","e5.leaf",1.09783393896525,"leaf","1"
"926","Solyc06g075020.2.1","e5.leaf",1.08885568985837,"leaf","1"
"927","Solyc06g075520.2.1","e5.leaf",1.01321901928807,"leaf","1"
"928","Solyc06g082770.2.1","e5.leaf",1.45689310762241,"leaf","1"
"929","Solyc07g008400.1.1","e5.leaf",0.591749945894008,"leaf","1"
"930","Solyc07g042510.2.1","e5.leaf",1.34806318650359,"leaf","1"
"931","Solyc07g047740.2.1","e5.leaf",1.64091607880472,"leaf","1"
"932","Solyc07g048060.1.1","e5.leaf",1.51147181058566,"leaf","1"
"933","Solyc07g054710.1.1","e5.leaf",1.41683008488742,"leaf","1"
"934","Solyc08g013960.1.1","e5.leaf",1.68172915391644,"leaf","1"
"935","Solyc08g060840.1.1","e5.leaf",1.73933656131046,"leaf","1"
"936","Solyc09g011580.2.1","e5.leaf",1.23528491602029,"leaf","1"
"937","Solyc09g015350.2.1","e5.leaf",0.799329492440653,"leaf","1"
"938","Solyc09g075520.1.1","e5.leaf",1.72986179224885,"leaf","1"
"939","Solyc09g091110.2.1","e5.leaf",1.40112105115992,"leaf","1"
"940","Solyc10g080670.1.1","e5.leaf",1.83299037378464,"leaf","1"
"941","Solyc10g084540.1.1","e5.leaf",0.64399572847066,"leaf","1"
"942","Solyc11g007600.1.1","e5.leaf",0.979945990401761,"leaf","1"
"943","Solyc11g008520.1.1","e5.leaf",1.08233008895059,"leaf","1"
"944","Solyc11g010220.1.1","e5.leaf",1.63159604564708,"leaf","1"
"945","Solyc11g011350.1.1","e5.leaf",0.978486813428469,"leaf","1"
"946","Solyc11g011790.1.1","e5.leaf",1.27021149154319,"leaf","1"
"947","Solyc11g011890.1.1","e5.leaf",1.66853891281719,"leaf","1"
"948","Solyc12g010500.1.1","e5.leaf",0.516849737862013,"leaf","1"
"949","Solyc12g010570.1.1","e5.leaf",1.35038829671491,"leaf","1"
"950","Solyc12g100350.1.1","e5.leaf",0.636320768396621,"leaf","1"
"951","Solyc01g056330.1.1","e5.leaf",0.366408060531393,"leaf","1"
"952","Solyc01g095560.2.1","e5.leaf",1.65945015160973,"leaf","1"
"953","Solyc01g110180.2.1","e5.leaf",0.651258483301551,"leaf","1"
"954","Solyc02g050240.2.1","e5.leaf",1.91594957414225,"leaf","1"
"955","Solyc02g069870.1.1","e5.leaf",2.25084500975819,"leaf","1"
"956","Solyc02g085320.1.1","e5.leaf",0.402722193482342,"leaf","1"
"957","Solyc02g092770.2.1","e5.leaf",1.29806294235057,"leaf","1"
"958","Solyc03g083880.2.1","e5.leaf",1.48487890762133,"leaf","1"
"959","Solyc03g110890.1.1","e5.leaf",0.557741292903567,"leaf","1"
"960","Solyc04g014830.1.1","e5.leaf",1.1785439250234,"leaf","1"
"961","Solyc05g007640.2.1","e5.leaf",1.6254043799355,"leaf","1"
"962","Solyc05g043410.1.1","e5.leaf",0.776537964249273,"leaf","1"
"963","Solyc05g055540.1.1","e5.leaf",2.08572039261098,"leaf","1"
"964","Solyc06g071610.1.1","e5.leaf",1.16968251821576,"leaf","1"
"965","Solyc06g074240.1.1","e5.leaf",1.76530881736673,"leaf","1"
"966","Solyc07g005170.1.1","e5.leaf",0.92393343618688,"leaf","1"
"967","Solyc07g008440.2.1","e5.leaf",2.37484197623286,"leaf","1"
"968","Solyc07g043250.1.1","e5.leaf",2.37408411922382,"leaf","1"
"969","Solyc07g047640.2.1","e5.leaf",2.51632140514587,"leaf","1"
"970","Solyc07g049550.2.1","e5.leaf",2.22408815168234,"leaf","1"
"971","Solyc08g016310.2.1","e5.leaf",1.81097910754601,"leaf","1"
"972","Solyc08g022180.1.1","e5.leaf",1.41567140269478,"leaf","1"
"973","Solyc09g064490.1.1","e5.leaf",1.01901576144147,"leaf","1"
"974","Solyc09g082550.2.1","e5.leaf",0.897030442785394,"leaf","1"
"975","Solyc09g098250.2.1","e5.leaf",1.09382467719118,"leaf","1"
"976","Solyc10g017610.1.1","e5.leaf",1.00692851956743,"leaf","1"
"977","Solyc10g083410.1.1","e5.leaf",1.63809178328704,"leaf","1"
"978","Solyc11g031950.1.1","e5.leaf",0.705649525536123,"leaf","1"
"979","Solyc11g040170.1.1","e5.leaf",0.81407134469928,"leaf","1"
"980","Solyc12g044180.1.1","e5.leaf",2.35081074533439,"leaf","1"
"981","Solyc12g049500.1.1","e5.leaf",1.46012491105552,"leaf","1"
"982","Solyc12g088640.1.1","e5.leaf",1.68404182845493,"leaf","1"
"983","Solyc03g078120.2.1","e5.leaf",1.98134936652022,"leaf","1"
"984","Solyc03g118450.1.1","e5.leaf",1.92896697967236,"leaf","1"
"985","Solyc06g050160.2.1","e5.leaf",0.919909792520531,"leaf","1"
"986","Solyc03g082550.2.1","e5.leaf",2.51632140514587,"leaf","1"
"987","Solyc09g007710.2.1","e5.leaf",2.0488372978159,"leaf","1"
"988","Solyc00g230080.1.1","e5.leaf",1.50709619546546,"leaf","1"
"989","Solyc01g007780.2.1","e5.leaf",2.09726188884894,"leaf","1"
"990","Solyc01g112050.2.1","e5.leaf",1.86022334497057,"leaf","1"
"991","Solyc02g082050.2.1","e5.leaf",1.692219236017,"leaf","1"
"992","Solyc07g055020.2.1","e5.leaf",1.86129652051196,"leaf","1"
"993","Solyc08g083400.2.1","e5.leaf",1.66494590660207,"leaf","1"
"994","Solyc09g014860.2.1","e5.leaf",1.28533557970526,"leaf","1"
"995","Solyc12g010720.1.1","e5.leaf",1.60905737909181,"leaf","1"
"996","Solyc10g055730.1.1","e5.leaf",1.66838611551132,"leaf","1"
"997","Solyc08g079190.1.1","e5.leaf",0.649490214817548,"leaf","1"
"998","Solyc06g060530.1.1","e5.leaf",1.86022334497057,"leaf","1"
"999","Solyc11g044250.1.1","e5.leaf",1.38120666827937,"leaf","1"
"1000","Solyc01g006250.1.1","e5.SAM",-1.21930113529721,"SAM","1"
"1001","Solyc01g006300.2.1","e5.SAM",-0.637461970117854,"SAM","1"
"1002","Solyc01g006850.1.1","e5.SAM",-0.716584408839717,"SAM","1"
"1003","Solyc01g008940.2.1","e5.SAM",-0.697679074344922,"SAM","1"
"1004","Solyc01g017500.1.1","e5.SAM",-0.907196589171203,"SAM","1"
"1005","Solyc01g080050.2.1","e5.SAM",-0.587029567398172,"SAM","1"
"1006","Solyc01g099260.2.1","e5.SAM",-0.444100493634558,"SAM","1"
"1007","Solyc01g099450.2.1","e5.SAM",-0.0515517120028985,"SAM","1"
"1008","Solyc01g103660.2.1","e5.SAM",-0.728228043679359,"SAM","1"
"1009","Solyc01g111160.2.1","e5.SAM",-0.729432927272557,"SAM","1"
"1010","Solyc02g070420.2.1","e5.SAM",0.194582039417269,"SAM","1"
"1011","Solyc02g084130.2.1","e5.SAM",-0.467381804407905,"SAM","1"
"1012","Solyc02g089480.1.1","e5.SAM",-0.708567929689676,"SAM","1"
"1013","Solyc02g090690.1.1","e5.SAM",0.693498753202834,"SAM","1"
"1014","Solyc02g091140.2.1","e5.SAM",-0.701065918927538,"SAM","1"
"1015","Solyc02g093380.1.1","e5.SAM",-0.124457265396423,"SAM","1"
"1016","Solyc03g013440.2.1","e5.SAM",-1.01197583918601,"SAM","1"
"1017","Solyc03g045150.1.1","e5.SAM",-0.749542169374166,"SAM","1"
"1018","Solyc03g083730.1.1","e5.SAM",-0.755113541415457,"SAM","1"
"1019","Solyc03g113180.2.1","e5.SAM",-0.586770680625977,"SAM","1"
"1020","Solyc03g119470.1.1","e5.SAM",-0.839537577805585,"SAM","1"
"1021","Solyc03g121680.1.1","e5.SAM",-0.615782117104247,"SAM","1"
"1022","Solyc03g122070.1.1","e5.SAM",-0.534511568798735,"SAM","1"
"1023","Solyc04g015820.1.1","e5.SAM",-0.966607764788679,"SAM","1"
"1024","Solyc04g074400.1.1","e5.SAM",0.321555779734378,"SAM","1"
"1025","Solyc04g074920.2.1","e5.SAM",-0.118399423044828,"SAM","1"
"1026","Solyc04g074970.2.1","e5.SAM",-0.510307506990783,"SAM","1"
"1027","Solyc04g081990.2.1","e5.SAM",0.195755556591063,"SAM","1"
"1028","Solyc05g026600.2.1","e5.SAM",-0.197039759396705,"SAM","1"
"1029","Solyc05g048820.2.1","e5.SAM",-0.881771667344245,"SAM","1"
"1030","Solyc06g006020.1.1","e5.SAM",-0.612644124690902,"SAM","1"
"1031","Solyc06g009140.2.1","e5.SAM",0.0648832301611665,"SAM","1"
"1032","Solyc06g054150.1.1","e5.SAM",-0.442682792230567,"SAM","1"
"1033","Solyc06g060010.2.1","e5.SAM",-0.608367108979912,"SAM","1"
"1034","Solyc06g068190.1.1","e5.SAM",-0.818419585031517,"SAM","1"
"1035","Solyc06g072320.2.1","e5.SAM",0.0901683935657465,"SAM","1"
"1036","Solyc06g073580.2.1","e5.SAM",-0.999444993018257,"SAM","1"
"1037","Solyc06g075020.2.1","e5.SAM",-0.747113167351212,"SAM","1"
"1038","Solyc06g075520.2.1","e5.SAM",-0.442969373565921,"SAM","1"
"1039","Solyc06g082770.2.1","e5.SAM",-0.860468170650931,"SAM","1"
"1040","Solyc07g008400.1.1","e5.SAM",-0.665205730204944,"SAM","1"
"1041","Solyc07g042510.2.1","e5.SAM",-1.09806840029376,"SAM","1"
"1042","Solyc07g047740.2.1","e5.SAM",-0.445053907879497,"SAM","1"
"1043","Solyc07g048060.1.1","e5.SAM",0.650084608339064,"SAM","1"
"1044","Solyc07g054710.1.1","e5.SAM",1.31283467314716,"SAM","1"
"1045","Solyc08g013960.1.1","e5.SAM",-0.566456899354609,"SAM","1"
"1046","Solyc08g060840.1.1","e5.SAM",0.610310251647153,"SAM","1"
"1047","Solyc09g011580.2.1","e5.SAM",-0.140311474782537,"SAM","1"
"1048","Solyc09g015350.2.1","e5.SAM",-0.402295853680417,"SAM","1"
"1049","Solyc09g075520.1.1","e5.SAM",-0.472957023279236,"SAM","1"
"1050","Solyc09g091110.2.1","e5.SAM",-0.156647383358962,"SAM","1"
"1051","Solyc10g080670.1.1","e5.SAM",0.23693114301931,"SAM","1"
"1052","Solyc10g084540.1.1","e5.SAM",-1.19151813145312,"SAM","1"
"1053","Solyc11g007600.1.1","e5.SAM",-1.32742601386317,"SAM","1"
